pv_sales,tw_sales,pv_entry_level_sales,pv_premium_sales,pv_export_sales,tw_export_sales,rural_demand_index,repo_rate,inflation_rate,consumer_confidence_index,urban_demand_index,automaker,region,vehicle_type,inventory_level,monsoon_index,gdp_growth,month,year
13864.0,50847.0,5981.0,8555.0,3044.0,15464.0,98.86,5.0,6.52,103.03,89.4,Renault,Manipur,Passenger Vehicle,12.0,105.42,4.43,2,2015
16520.0,21563.0,2746.0,7123.0,6261.0,15568.0,87.51,6.25,2.42,115.65,87.82,Maruti Suzuki,,Two-Wheeler,13.0,98.06,2.81,4,2017
27815.0,,,9445.0,,15800.0,120.12,,5.36,100.28,64.64,Hyundai,Lakshadweep,Two-Wheeler,33.0,107.12,3.45,10,2021
15503.0,53420.0,15336.185108102953,7637.0,1318.0,15981.0,84.22,6.5,3.59,109.42,98.14,Honda,Assam,Two-Wheeler,14.0,-32.871459087091175,5.98,4,2015
15636.0,78614.0,9623.0,5457.0,2699.0,,78.49,6.75,4.27,97.0,106.65,TVS Motor,Meghalaya,Passenger Vehicle,31.0,108.51,9.96,10,2024
20522.0,62274.0,11636.0,2975.0,1745.0,11095.0,83.43,6.5,4.83,107.92,83.56,Mahindra,Puducherry,Two-Wheeler,46.0,67.34,6.46,9,2017
27048.0,30403.0,6263.0,,4396.0,22769.0,95.06,7.5,5.59,,78.01,TVS Motor,Dadra & Nagar Haveli and Daman & Diu,Passenger Vehicle,26.0,130.36,8.12,9,2023
11974.0,66971.0,19710.0,7429.0,4682.0,,88.68,5.75,,71.71,106.57,Yamaha,West Bengal,Two-Wheeler,39.0,,6.81,11,2018
10644.0,24523.0,12798.0,8073.0,3431.0,12400.0,84.58,5.5,5.13,98.57,96.44,Toyota,Madhya Pradesh,Two-Wheeler,26.0,90.59,9.16,11,2025
9011.0,73804.0,8389.0,5270.0,4653.0,8284.0,121.91,8.0,2.98,98.8,102.06,Toyota,Jharkhand,Two-Wheeler,17.0,55.35,9.9,2,2019
15526.0,19883.0,18363.0,10100.0,2908.0,8764.0,,5.0,5.95,88.16,110.91,Hyundai,Madhya Pradesh,,24.0,108.06,3.47,11,2017
10964.0,49403.0,23645.0,4106.0,2726.0,7770.0,71.79,5.5,4.53,125.81,96.11,Royal Enfield,Assam,,11.0,95.99,7.05,9,2025
11995.0,20181.0,12587.0,10687.0,3614.0,,85.57,7.25,7.58,77.03,115.69,Hero MotoCorp,Arunachal Pradesh,Passenger Vehicle,,125.32,4.28,5,2024
7407.0,25455.0,10028.0,6939.0,4004.0,11288.0,96.04,6.5,3.98,112.38,101.33,Suzuki Motorcycle,Andhra Pradesh,Two-Wheeler,20.0,,9.1,10,2016
20463.0,38382.0,,8530.0,,19731.0,95.62,4.25,4.12,118.54,101.75,Suzuki Motorcycle,Chandigarh,Two-Wheeler,,,9.09,9,2021
14814.0,82915.0,10035.0,5651.0,5135.0,8928.0,88.98,6.0,2.31,82.53,54.95,Suzuki Motorcycle,Sikkim,Passenger Vehicle,10.0,100.15,2.13,7,2018
13679.0,29500.0,9057.0,5087.0,1773.0,24210.0,86.27,7.25,5.0,89.35,90.08,Royal Enfield,Jammu & Kashmir,Two-Wheeler,25.0,74.37,7.2,6,2020
19701.0,101286.0,8637.0,10586.0,2084.0,13630.0,95.44,,3.96,,110.98,Tata Motors,Assam,Two-Wheeler,21.0,64.9,2.83,4,2024
,33340.0,10622.0,10900.0,2832.0,19323.0,46.12,4.0,4.13,102.75,83.55,,Jharkhand,Passenger Vehicle,15.0,88.77,3.82,9,2017
14988.0,38492.0,12630.0,7400.0,4290.0,7986.0,101.58,5.25,2.19,104.84,98.47,Maruti Suzuki,Meghalaya,Passenger Vehicle,23.0,80.01,7.57,6,2017
9117.0,125569.0,9431.0,10870.0,3613.0,15359.0,86.92,6.75,5.45,93.25,101.17,TVS Motor,Telangana,Two-Wheeler,,,7.35,8,2017
7427.0,14104.0,17044.0,15030.0,1715.0,8377.0,106.55,6.25,6.06,91.82,93.1,Renault,Manipur,Passenger Vehicle,17.0,92.45,7.39,1,2017
6940.0,51368.0,7107.0,4887.0,4602.0,7243.0,73.05,7.75,3.81,96.95,89.25,Hyundai,,Two-Wheeler,19.0,121.48,,3,2021
15579.0,115900.0,5153.0,5689.0,4468.0,10609.0,108.42,6.75,6.23,69.15,96.87,Tata Motors,Puducherry,Passenger Vehicle,12.0,103.54,8.4,4,2015
11000.0,48806.0,15334.0,5394.0,1119.0,11297.0,85.57,8.0,4.09,,74.01,,Lakshadweep,Two-Wheeler,16.0,120.92,9.63,8,2022
17331.0,61532.0,5215.0,4309.0,2466.0,,103.79,4.0,7.06,97.39,105.34,Royal Enfield,Maharashtra,Passenger Vehicle,12.0,83.1,9.73,2,2016
10596.0,46990.0,12815.0,,5670.0,17503.0,93.06,5.25,,94.13,128.26,Hyundai,Haryana,Passenger Vehicle,9.0,78.3,7.15,7,2022
32573.0,20393.0,8588.0,9943.0,2806.0,14097.0,92.33,6.25,7.0,106.07,117.11,Honda,Lakshadweep,Two-Wheeler,24.0,108.24,9.55,11,2020
19780.0,63248.0,,4989.0,4613.0,6388.0,,6.0,7.32,96.35,79.24,Suzuki Motorcycle,Delhi,Passenger Vehicle,15.0,102.08,5.32,5,2022
22813.0,121719.0,13092.0,5989.0,2474.0,,82.28,6.0,7.88,113.91,107.92,Toyota,Delhi,Passenger Vehicle,,122.5,7.67,6,2024
18322.0,50730.0,4649.0,3684.0,3286.0,,99.39,4.0,7.47,83.83,80.17,Suzuki Motorcycle,Uttarakhand,Passenger Vehicle,7.0,103.56,6.72,2,2015
17993.0,52534.0,9324.0,5189.0,,16409.0,105.21,4.0,,89.57,124.02,Yamaha,Rajasthan,Passenger Vehicle,14.0,73.69,6.84,7,2020
8581.0,18187.0,9949.0,7475.0,2734.0,31292.0,89.6,5.5,2.91,88.7,126.34,Hyundai,Punjab,Passenger Vehicle,25.0,86.13,2.11,2,2025
10528.0,89903.0,6105.0,6235.0,3153.0,12109.0,74.36,4.25,6.62,96.33,,Mahindra,,Passenger Vehicle,21.0,88.6,2.14,9,2019
6633.0,32805.0,8520.0,,1330.0,10987.0,78.44,7.0,3.08,82.09,97.46,Toyota,Ladakh,Two-Wheeler,23.0,107.1,9.04,10,2016
12529.0,32555.0,13225.0,5278.0,3558.0,24488.0,98.98,7.75,2.43,92.27,101.73,Hyundai,,Passenger Vehicle,11.0,114.83,8.83,7,2017
14612.0,21179.0,6163.0,10400.0,2146.0,19745.0,98.65,8.0,5.94,87.21,128.9,Royal Enfield,Assam,Two-Wheeler,9.0,90.18,8.12,9,2016
16135.0,46356.0,15602.0,10570.0,2722.0,8128.0,123.37,7.75,4.25,93.48,108.48,Hero MotoCorp,Chhattisgarh,Passenger Vehicle,25.0,92.41,7.29,6,2018
26330.9477607549,82947.0,15523.0,5147.0,1906.0,13034.0,97.02,5.25,2.38,86.22,96.86,Tata Motors,,Two-Wheeler,33.0,91.53,9.98,9,2017
13536.0,97849.0,3872.0,6717.0,2396.0,6720.0,119.04,5.5,6.67,81.85,85.12,Tata Motors,West Bengal,Two-Wheeler,11.0,111.08,5.87,2,2025
6364.0,53400.0,16032.0,5489.0,1101.0,6579.0,,4.5,2.59,110.0,115.01,Royal Enfield,Goa,Two-Wheeler,13.0,66.44,2.99,3,2020
10636.0,79433.0,16649.0,2708.0,1794.0,11192.0,97.5,6.25,3.37,77.05,102.54,Honda,,Passenger Vehicle,19.0,,5.14,5,2019
8649.0,40599.0,6656.0,3088.0,1806.0,14062.0,98.13,6.75,4.01,76.44,,Tata Motors,West Bengal,Passenger Vehicle,28.0,126.44,6.9,5,2024
18081.0,45979.0,8788.0,11690.0,5403.0,13737.0,94.94,4.0,7.26,91.32,103.3,Bajaj Auto,Assam,Passenger Vehicle,13.0,102.13,2.16,3,2015
18759.0,57466.0,10681.0,8195.0,1715.0,9538.0,254.45193278859392,7.25,2.54,72.27,81.69,Bajaj Auto,Maharashtra,Two-Wheeler,13.0,94.15,4.49,4,2020
,,,7021.0,3127.0,11728.0,,7.0,7.38,103.98,109.08,Honda,Sikkim,Two-Wheeler,23.0,114.75,6.07,1,2015
24067.0,41782.0,6338.0,9316.0,2119.0,8808.0,-26.001921054811888,,6.73,113.43,99.97,Yamaha,Mizoram,Passenger Vehicle,13.0,117.64,8.73,6,2024
11484.0,69479.0,9142.0,6623.0,3650.0,16897.0,92.0,7.25,,105.77,128.79,Tata Motors,Gujarat,Two-Wheeler,30.0,115.09,,6,2019
11500.0,26356.0,2880.0,,5169.0,20762.0,,5.75,7.87,102.07,88.78,Renault,,Passenger Vehicle,11.0,,3.53,5,2019
12246.0,96522.0,14413.0,9753.0,,13951.0,90.82,6.0,5.84,96.49,64.07,Honda,Bihar,Two-Wheeler,12.0,105.3,3.38,5,2016
3985.0,35243.0,21262.0,5417.0,2858.0,11924.0,87.63,4.75,7.53,,126.34,Hyundai,Dadra & Nagar Haveli and Daman & Diu,Two-Wheeler,21.0,,9.77,12,2021
5104.0,,,,2987.0,26940.0,109.96,7.5,2.84,112.32,80.77,Kia,Puducherry,,12.0,87.39,2.54,9,2019
6588.0,20463.0,5738.0,7563.0,5780.0,9439.0,110.57,5.25,6.52,103.14,99.9,Renault,Himachal Pradesh,Passenger Vehicle,32.0,105.77,3.43,10,2016
7634.0,76552.0,1231.0,6491.0,1991.0,7266.0,126.54,6.0,3.92,92.77,78.77,Hyundai,Delhi,Passenger Vehicle,22.0,127.92,7.78,11,2019
22941.0,115159.0,5585.0,7233.0,3410.0,16999.0,100.1,8.0,7.46,96.8,91.89,Suzuki Motorcycle,Meghalaya,Two-Wheeler,13.0,120.19,3.54,11,2021
14406.0,42386.0,8907.0,6144.0,3213.0,9168.0,109.32,7.5,,83.85,123.93,TVS Motor,Lakshadweep,Passenger Vehicle,28.0,108.67,,8,2017
15701.0,49335.0,8524.0,9655.0,4077.0,17786.0,83.69,,,112.28,121.27,Hyundai,Rajasthan,Two-Wheeler,,109.27,3.46,2,2017
17818.0,57377.0,16795.0,4628.0,4004.0,18835.0,103.99,6.75,3.12,106.14,110.03,Royal Enfield,Arunachal Pradesh,Two-Wheeler,17.0,89.4,3.25,7,2021
9668.0,44532.0,12042.0,5224.0,2707.0,12603.0,94.65,4.0,7.72,69.44,87.56,Suzuki Motorcycle,Ladakh,Passenger Vehicle,15.0,113.09,6.26,1,2019
12507.0,,16329.0,8892.0,2756.0,18362.0,88.15,6.75,4.05,103.07,104.69,Bajaj Auto,Bihar,,37.0,123.53,2.58,9,2016
20025.0,33477.0,12248.0,4501.0,4604.0,16415.0,80.63,5.5,6.21,81.2,113.85,Mahindra,Andhra Pradesh,Two-Wheeler,,94.28,6.34,2,2025
11212.0,87779.0,3661.0,5520.0,4351.0,,98.29,4.5,5.68,99.75,82.9,Hero MotoCorp,Gujarat,Two-Wheeler,19.0,124.2,4.61,9,2015
17229.0,66804.0,6395.0,4626.0,2722.0,19003.0,112.4,4.75,3.56,134.86,111.48,Suzuki Motorcycle,Jharkhand,Two-Wheeler,22.0,123.73,7.86,8,2015
,54749.0,6195.0,5097.0,2373.0,16031.0,115.22,8.0,3.01,89.34,96.09,Kia,Puducherry,Two-Wheeler,23.0,114.62,3.09,12,2024
19313.0,22112.0,3483.0,7153.0,3861.0,16741.0,110.24,5.0,,90.94,90.78,Hero MotoCorp,Rajasthan,Two-Wheeler,25.0,148.66,6.39,6,2024
24192.0,33986.0,7979.0,,5051.0,14357.0,,8.0,2.61,76.11,120.11,Yamaha,,Passenger Vehicle,14.0,89.36,6.04,7,2016
19805.0,,4109.0,7646.0,3442.0,14337.0,116.51,6.5,7.89,103.36,128.21,,Punjab,,14.0,126.34,3.28,8,2024
9059.0,,5408.0,5066.0,2257.0,13986.0,105.69,5.25,6.53,103.76,116.48,Bajaj Auto,Odisha,Two-Wheeler,19.0,94.98,,1,2017
11529.0,82817.0,21378.0,6164.0,,10723.0,101.23,5.5,4.24,80.29,76.56,Bajaj Auto,Andaman & Nicobar,Passenger Vehicle,16.0,125.83,,3,2025
9549.0,58906.0,,6122.0,2563.0,10405.0,90.88,,,85.07,,Renault,Sikkim,Passenger Vehicle,9.0,85.19,3.12,8,2025
13813.0,13575.0,13956.0,2605.0,3073.0,6833.0,99.84,6.25,6.78,109.3,100.27,Maruti Suzuki,Goa,Two-Wheeler,21.0,106.58,8.25,6,2015
19590.0,43010.0,12313.0,7098.0,4816.0,12355.0,86.16,4.25,4.68,,101.02,Maruti Suzuki,Arunachal Pradesh,Two-Wheeler,14.0,,4.4,6,2017
21863.0,49939.0,8192.0,6232.0,3253.0,19919.0,112.77,5.75,4.67,100.59,82.64,Suzuki Motorcycle,Assam,Two-Wheeler,23.0,93.51,6.12,8,2023
6426.0,25013.0,17686.0,5515.0,2505.0,4653.0,97.03,6.75,5.34,90.34,99.1,Maruti Suzuki,Uttarakhand,Two-Wheeler,8.0,104.04,6.23,9,2019
12268.0,94805.0,19722.0,10843.0,2529.0,25966.0,98.24,7.5,4.92,89.86,86.21,Bajaj Auto,,Passenger Vehicle,13.0,70.1,6.24,10,2023
9998.0,76537.0,12475.0,8549.0,5342.0,17931.0,100.89,6.75,4.02,93.57,117.6,Yamaha,Madhya Pradesh,Two-Wheeler,16.0,94.37,2.4,7,2017
15472.0,53202.0,5532.0,5290.0,2561.0,3924.0,108.27,4.75,,85.42,102.68,Honda,Arunachal Pradesh,Two-Wheeler,14.0,85.89,2.04,9,2020
11182.0,28269.0,5950.0,10724.0,3474.0,9988.0,83.86,8.0,5.58,99.06,105.6,Yamaha,Tamil Nadu,Passenger Vehicle,28.0,85.84,2.21,12,2022
15748.0,44825.0,7334.0,4005.0,1604.0,21003.0,92.63,7.25,6.19,92.62,95.84,Renault,Punjab,Two-Wheeler,14.0,90.63,9.07,10,2023
7240.0,41317.0,5189.0,11812.0,2317.0,26166.0,84.84,,6.48,100.48,,Honda,Haryana,Two-Wheeler,19.0,103.7,4.68,8,2023
16151.0,32366.0,13678.0,6662.0,4279.0,28736.0,89.97,8.0,2.9,72.46,86.05,Toyota,Tamil Nadu,,26.0,113.14,2.4,10,2018
27514.0,35017.0,,3575.0,3294.0,7663.0,97.85,6.75,7.42,107.96,86.77,Tata Motors,,Passenger Vehicle,29.0,74.87,6.42,10,2019
9946.0,64344.0,10634.0,7819.0,1346.0,40081.55585319589,84.15,8.0,,100.67,89.26,Hero MotoCorp,Kerala,,29.0,108.1,9.9,10,2022
15344.0,67586.0,10391.0,8757.0,2604.0,17253.0,94.5,6.5,4.46,118.75,,Yamaha,Punjab,Passenger Vehicle,9.0,,5.6,12,2015
5973.0,83063.0,11105.0,4133.0,3183.0,9109.0,94.59,8.0,4.61,126.33,72.86,,Gujarat,Two-Wheeler,21.0,75.62,4.3,8,2022
18459.0,23841.0,8692.0,1624.0,4140.0,4676.0,87.14,5.0,6.42,105.27,85.77,Hero MotoCorp,,Passenger Vehicle,8.0,117.37,15.835881606758061,7,2019
5082.0,70296.0,5576.0,5507.0,3112.0,34714.0,111.35,4.75,6.64,109.79,116.2,Honda,Goa,Passenger Vehicle,31.0,92.44,5.24,1,2018
16528.0,32357.0,8134.0,2903.0,2638.0,21789.0,111.23,4.5,4.06,106.5,99.73,Hyundai,Dadra & Nagar Haveli and Daman & Diu,Passenger Vehicle,18.0,119.41,7.86,7,2021
1629.0,46618.0,7006.0,8412.0,576.0,15906.0,113.0,4.0,6.25,110.47,91.5,Maruti Suzuki,Chhattisgarh,Passenger Vehicle,,77.27,3.53,9,2017
21158.0,35299.0,6271.0,4255.0,3849.0,16250.0,66.97,5.0,7.83,130.81,79.26,Maruti Suzuki,Kerala,Passenger Vehicle,13.0,104.3,5.52,6,2016
14472.0,45394.0,8072.0,5640.0,2568.0,24690.0,104.05,5.5,2.56,116.31,102.88,Tata Motors,Maharashtra,,19.0,92.04,3.11,8,2025
14228.0,,12379.0,10476.0,4569.0,6908.0,99.48,7.0,3.11,113.19,77.58,Hero MotoCorp,Odisha,Two-Wheeler,8.0,114.59,5.27,9,2022
,22595.0,18600.0,,2394.0,16765.0,82.02,7.5,,106.43,103.07,TVS Motor,Maharashtra,Passenger Vehicle,11.0,79.65,9.64,2,2022
18196.0,,13019.0,5428.0,4246.0,19491.0,133.23,6.0,2.55,93.68,120.89,Toyota,Jharkhand,Two-Wheeler,16.0,87.46,7.18,9,2019
12435.0,49508.0,5979.0,4963.0,4180.0,20944.0,86.85,4.5,2.1,103.24,83.06,Mahindra,Maharashtra,Passenger Vehicle,21.0,74.19,3.72,7,2019
5772.0,17708.0,14837.0,7168.0,830.0,18169.0,82.47,7.5,5.16,111.88,97.95,Yamaha,Mizoram,Passenger Vehicle,29.0,88.6,2.61,10,2020
15264.0,33891.0,,7358.0,2314.0,,114.3,4.25,5.74,81.33,106.21,Maruti Suzuki,Uttarakhand,Two-Wheeler,,110.54,9.75,2,2019
28733.0,18054.0,6251.0,,1146.0,19220.0,91.61,4.75,4.59,90.35,120.16,Mahindra,Nagaland,Passenger Vehicle,15.0,81.55,8.25,7,2016
,49444.0,5710.0,4855.0,1992.0,13454.0,104.23,6.0,2.97,90.06,97.17,Toyota,Goa,Passenger Vehicle,7.0,77.28,5.77,6,2015
5274.0,17077.0,18204.0,6616.0,2156.0,,86.2,7.25,6.59,102.32,103.61,Mahindra,Odisha,Passenger Vehicle,13.0,141.42,3.72,3,2019
8126.0,55209.0,15508.0,,3988.0,13774.0,62.89,5.5,7.16,99.48,98.18,Hyundai,Manipur,Two-Wheeler,21.0,103.48,2.33,5,2025
,,,8553.0,3269.0,21708.0,116.8,,,,88.77,Royal Enfield,,Passenger Vehicle,27.0,48.99,8.45,12,2021
,34187.0,6287.0,4722.0,2894.0,12322.0,119.08,6.75,5.49,109.22,104.59,TVS Motor,,,24.0,75.27,7.33,6,2016
21493.0,72293.0,6702.0,4669.0,,6675.0,110.51,6.5,5.18,87.05,102.15,Kia,Tamil Nadu,Two-Wheeler,-4.142290970723241,85.28,2.82,6,2024
8712.0,26975.0,,3285.0,2647.0,14016.0,101.92,5.5,5.95,89.16,80.09,,Dadra & Nagar Haveli and Daman & Diu,Passenger Vehicle,13.0,111.84,5.37,7,2025
,39123.0,8166.0,4342.0,3466.0,10042.0,73.53,5.0,4.27,97.42,121.74,Bajaj Auto,Jharkhand,Two-Wheeler,22.0,99.35,2.58,10,2023
23531.0,27395.0,2370.0,7613.0,1881.0,18897.0,107.54,,5.11,88.7,92.42,,Delhi,,16.0,76.87,6.73,6,2018
19071.0,42077.0,10247.0,6885.0,4335.0,13236.0,82.12,8.0,,107.75,101.2,TVS Motor,Andaman & Nicobar,Two-Wheeler,18.0,100.11,6.46,5,2022
18145.0,39274.0,11966.0,5757.0,-361.96510859483374,10413.0,117.55,5.25,5.88,109.97,111.55,Mahindra,Jammu & Kashmir,Two-Wheeler,24.0,98.63,5.72,10,2017
8507.0,78129.0,11042.0,5883.0,,19301.0,124.54,8.0,6.27,98.24,102.28,Honda,Jharkhand,Two-Wheeler,22.0,125.71,8.72,10,2018
11554.0,24791.0,12662.0,4447.0,2931.0,8218.0,80.92,5.5,3.94,101.25,51.15,Mahindra,Jharkhand,Two-Wheeler,15.0,121.84,,7,2025
12561.0,22435.0,10065.0,5085.0,4447.0,22323.0,103.62,7.75,4.09,86.8,81.97,Tata Motors,Gujarat,Two-Wheeler,13.0,122.73,4.47,12,2022
12526.0,68227.0,5966.0,5893.0,3604.0,15445.0,,7.5,2.54,137.12,94.31,,,Passenger Vehicle,12.0,117.35,8.58,6,2021
16913.0,58903.0,16463.0,,3353.0,11743.0,99.23,,5.83,118.33,74.31,Toyota,Bihar,Two-Wheeler,,100.56,2.28,10,2020
5699.0,56118.0,9694.0,5782.0,5361.0,10825.0,92.2,6.0,7.88,113.29,106.15,Royal Enfield,Telangana,Two-Wheeler,27.0,103.07,4.26,1,2018
27622.0,77629.0,7788.0,4742.0,6760.0,10272.0,107.05,7.25,2.25,105.81,,Bajaj Auto,Lakshadweep,Two-Wheeler,17.0,102.61,6.76,9,2022
21926.0,60342.0,4679.0,6477.0,5729.0,8925.0,85.72,4.25,7.43,102.5,,Hyundai,Uttarakhand,Two-Wheeler,33.0,102.09,3.87,5,2023
10479.0,27200.0,13136.0,4427.0,2533.0,8233.0,99.78,7.5,-1.4662532924659173,92.63,120.16,Hero MotoCorp,Telangana,Passenger Vehicle,26.0,103.26,5.52,9,2021
8342.0,72053.0,7814.0,7467.0,989.0,10573.0,117.28,7.25,6.9,86.49,104.99,Mahindra,Lakshadweep,Two-Wheeler,13.0,96.95,4.22,10,2016
6267.0,34047.0,17332.0,9680.0,3224.0,10901.0,98.12,7.0,2.47,70.71,108.98,Kia,Assam,Two-Wheeler,14.0,99.13,,4,2017
19089.0,62920.0,8485.0,6984.0,4278.0,13639.0,116.77,,2.71,,68.69,TVS Motor,Chandigarh,Two-Wheeler,17.0,67.44,9.86,12,2022
39616.0,52544.0,7399.0,8989.0,5155.0,24367.0,132.52,4.0,4.23,101.15,103.51,Renault,Mizoram,Two-Wheeler,29.0,96.59,3.32,11,2024
6508.0,34220.0,8799.0,6469.0,2732.0,6592.0,70.52,5.5,3.54,103.09,80.58,,Manipur,Two-Wheeler,22.0,122.52,8.47,7,2025
9132.0,,6434.0,5140.0,4466.0,20509.0,96.57,4.5,3.49,113.14,83.82,Renault,Puducherry,Two-Wheeler,13.0,110.16,6.45,6,2023
6995.0,34097.0,6961.0,6804.0,4422.0,9861.0,84.73,,3.1,,80.73,Bajaj Auto,Ladakh,Two-Wheeler,16.0,75.77,9.97,12,2022
29313.0,72700.0,3247.0,4504.0,3700.0,6400.0,99.26,7.5,,97.81,,Hyundai,Rajasthan,Passenger Vehicle,28.0,77.95,2.61,10,2021
14137.0,,13715.0,3909.0,1706.0,7105.0,,,7.4,109.37,97.78,Renault,Chandigarh,,19.0,96.24,4.85,4,2023
16205.0,93408.0,10420.0,3972.0,5211.0,16055.0,85.4,5.0,6.12,108.01,,Tata Motors,Tripura,Passenger Vehicle,22.0,64.81,2.49,6,2018
10240.0,23742.0,10118.0,7272.0,1951.0,,99.08,7.5,3.52,84.64,80.66,Maruti Suzuki,Maharashtra,Passenger Vehicle,19.0,64.27,7.66,6,2020
20550.0,66045.0,6721.0,8435.0,4421.0,25462.0,99.57,7.0,5.58,117.07,98.47,Yamaha,Tamil Nadu,Two-Wheeler,16.0,130.35,7.06,7,2024
16685.0,42826.0,7793.0,6167.0,2916.0,13831.0,81.63,6.0,5.42,100.97,124.92,Hyundai,Meghalaya,Two-Wheeler,,117.15,6.24,10,2024
,10718.0,6706.0,3247.0,1656.0,36808.0,103.66,5.5,5.24,108.08,93.43,TVS Motor,Assam,Two-Wheeler,29.0,119.75,8.84,3,2025
15942.0,,13904.0,10483.0,2756.0,8103.0,86.42,5.5,4.08,125.89,94.58,Suzuki Motorcycle,Punjab,Two-Wheeler,37.0,107.64,8.9,8,2025
11075.0,51657.0,8787.0,8335.0,2542.0,15180.0,75.24,7.25,7.02,88.71,90.92,Kia,Puducherry,Passenger Vehicle,,94.19,7.25,3,2024
23017.0,26313.0,7191.0,3464.0,,10898.0,142.0,4.0,7.53,89.21,93.57,Hero MotoCorp,,Passenger Vehicle,18.0,94.58,4.89,3,2021
7391.0,54209.0,5411.0,5168.0,737.0,25786.0,,6.0,2.78,87.21,110.24,Honda,Sikkim,Two-Wheeler,25.0,90.19,6.83,8,2022
12054.0,87815.0,13355.0,6685.0,,20884.0,101.83,5.5,3.88,112.5,99.58,Bajaj Auto,Odisha,Passenger Vehicle,17.0,117.02,,8,2021
15663.0,24862.0,11476.0,,2551.0,6521.0,121.15,4.75,3.66,120.19,99.07,Suzuki Motorcycle,Tripura,Two-Wheeler,23.0,79.65,6.48,12,2018
13863.0,34495.0,6492.0,1625.0,2753.0,7827.0,94.07,5.0,2.86,84.38,90.41,Hero MotoCorp,Chhattisgarh,Passenger Vehicle,35.0,98.38,2.35,11,2017
,34562.0,6716.0,9304.0,4408.0,24496.0,87.93,4.0,,109.41,107.64,Hyundai,Jharkhand,Passenger Vehicle,,,7.06,12,2019
11471.0,82347.0,6001.0,4937.0,3390.0,21578.0,86.36,6.25,5.87,95.33,93.29,Renault,Chandigarh,Passenger Vehicle,5.0,82.55,4.54,6,2020
18543.0,63287.0,10022.0,5531.0,4294.0,14731.0,104.65,6.5,7.82,111.39,91.12,Hyundai,Nagaland,Two-Wheeler,18.0,113.61,9.54,6,2022
28038.0,22303.0,4320.0,-2146.5382920380152,2442.0,16396.0,105.11,5.5,3.78,99.94,,Tata Motors,Puducherry,Two-Wheeler,16.0,70.22,3.45,4,2017
38081.0,,11789.0,5652.0,3111.0,15363.0,,6.25,4.26,84.79,128.78,Mahindra,Sikkim,Passenger Vehicle,25.0,97.68,6.59,12,2022
14848.0,101260.0,17978.0,7577.0,5100.0,13152.0,121.75,6.75,6.25,100.0,84.91,TVS Motor,Manipur,Two-Wheeler,24.0,129.8,9.44,2,2019
2796.0,49465.0,12880.0,10057.0,5396.0,7092.0,,4.75,7.88,84.77,61.76,Royal Enfield,Gujarat,Passenger Vehicle,8.0,121.4,8.78,10,2020
11670.0,70147.0,12354.0,,4160.0,10126.0,84.58,4.75,4.61,91.78,99.96,Royal Enfield,Telangana,Two-Wheeler,14.0,90.51,8.67,3,2017
21930.0,45766.0,7055.0,9908.0,2569.0,,,4.5,2.59,77.93,106.04,,Gujarat,Passenger Vehicle,,105.45,12.77701451277364,11,2019
16288.0,123096.0,4074.0,8751.0,3648.0,17914.0,82.8,8.0,7.93,137.53,98.16,Kia,Jharkhand,Passenger Vehicle,23.0,96.95,3.19,5,2017
24451.0,55426.0,2198.0,6493.0,2900.0,10535.0,100.29,7.5,2.85,119.46,63.78,Suzuki Motorcycle,Uttar Pradesh,Passenger Vehicle,,85.32,2.17,4,2016
22795.0,53384.0,9595.0,5902.0,2001.0,18563.0,109.04,4.0,3.8,107.47,96.8,Honda,Andaman & Nicobar,Passenger Vehicle,21.0,113.19,6.95,8,2016
9315.0,147007.0,8332.0,12254.0,,11016.0,103.75,4.25,4.04,88.32,125.18,Bajaj Auto,Andhra Pradesh,Two-Wheeler,7.0,114.85,9.14,8,2016
21940.0,51163.0,10806.0,3965.0,2315.0,,87.61,,2.65,118.48,85.48,TVS Motor,Gujarat,Passenger Vehicle,28.0,123.26,5.39,11,2022
9534.0,108325.31043858857,11812.0,4488.0,3203.0,16397.0,,6.75,-1.1426629595847162,82.27,80.96,Mahindra,Haryana,,19.0,95.42,2.41,9,2021
7059.0,98468.0,6177.0,8456.0,1303.0,15250.0,100.97,4.75,7.37,89.6,100.25,Kia,Karnataka,Two-Wheeler,17.0,70.78,5.95,4,2015
13552.0,,,4213.0,2114.0,9066.0,120.77,4.0,3.04,74.87,135.56,Tata Motors,Sikkim,Two-Wheeler,22.0,115.22,5.19,3,2020
7295.0,43562.0,5827.0,12982.0,4742.0,17703.0,118.4,4.5,7.05,104.37,106.49,Toyota,West Bengal,Passenger Vehicle,20.0,81.97,3.05,1,2015
12725.0,52164.0,10450.0,7123.0,1041.0,20490.0,117.5,7.5,2.38,112.71,104.54,Tata Motors,Manipur,Passenger Vehicle,16.0,83.29,8.2,6,2023
14391.0,24792.0,23372.0,4579.0,3266.0,11964.0,93.38,4.75,5.41,86.54,104.85,TVS Motor,Puducherry,Two-Wheeler,24.0,94.59,4.55,8,2016
29395.0,30353.0,,5483.0,4489.0,12800.0,91.76,-1.7287183664413703,6.57,97.75,95.17,Suzuki Motorcycle,Telangana,Passenger Vehicle,24.0,115.98,7.31,6,2022
10639.0,20667.0,,9177.0,2817.0,23508.0,93.99,7.25,-0.8499608480824882,,104.38,Hyundai,Lakshadweep,Passenger Vehicle,16.0,108.59,2.38,3,2023
